"H_Shannon","H_Renyi","H_Tsallis","H_Fisher","C_Shannon","C_Renyi","C_Tsallis","C_Fisher","n","Model"
0.967106145069495,0.954318774252342,0.971180307176189,0.198253831652476,0.0332645076963024,0.0148995352694512,0.0151627900762035,0.00309528643542,"1000","AR2_M1"
0.952123400608827,0.935443842103803,0.958923694022423,0.273430092022034,0.0486896689504663,0.0217136883537446,0.0222587068403769,0.00634690778588001,"1000","AR2_M1"
0.972292300456489,0.961114906092339,0.975542937152617,0.168186248246093,0.0279597107006514,0.012545368915655,0.0127336970450289,0.00219532390707137,"1000","AR2_M1"
0.972837904179328,0.961871951843508,0.976027264139888,0.159084059786761,0.0274253544278411,0.0123083921199413,0.012489527596436,0.00203568571069656,"1000","AR2_M1"
0.919910924871197,0.897109742439986,0.933383991442266,0.452996110375469,0.0811352463274027,0.0359154781567795,0.0373677051654302,0.0181355425514004,"1000","AR2_M2"
0.898039071464516,0.873316513565581,0.917085142135274,0.646201014773112,0.103019455671864,0.0454745058249749,0.047753584170485,0.0336483638565686,"1000","AR2_M2"
0.915442386208963,0.891906151414045,0.9298490477364,0.540802417589729,0.0854600731221827,0.0377940731731547,0.0394018842615018,0.0229162295945606,"1000","AR2_M2"
0.917155016512455,0.893789998376203,0.931130700679625,0.522242631532604,0.0837228972644371,0.0370347392099766,0.0385819742139898,0.0216394451697602,"1000","AR2_M2"
0.929202513272822,0.907604443798201,0.940463395908437,0.408290164269065,0.0716696723725764,0.0317756142216422,0.0329260199882918,0.0142944107853986,"1000","AR2_M2"
0.929422841607348,0.907635743859838,0.940484410576223,0.409492140653207,0.0713208786906991,0.0316145665242307,0.0327587439832641,0.01426333924089,"1000","AR2_M2"
0.90573515957259,0.881411489291264,0.922669403626029,0.55748229686522,0.0952717418384362,0.042083696809251,0.044053588941293,0.0266174383279999,"1000","AR2_M2"
0.908759553454259,0.884651739748676,0.924893342503795,0.542119034879483,0.0922163780623562,0.040747756696828,0.0426013166509652,0.0249704302172785,"1000","AR2_M2"
0.921014136953793,0.898578403951246,0.93437871566176,0.464421522104705,0.0802024064950502,0.0355180715027342,0.0369331489467979,0.0183571703448357,"1000","AR2_M2"
0.918423387272601,0.895353826774787,0.93219299093173,0.509880872176231,0.0825823748896565,0.0365436081278858,0.038047187984756,0.020810640695904,"1000","AR2_M2"
0.922892414848393,0.90026615430966,0.935520213664941,0.44602866961428,0.0779625332950421,0.0345205801836852,0.0358723921750041,0.017102907156883,"1000","AR2_M2"
0.89426481681719,0.86917921898988,0.914215382150825,0.660557801674515,0.106622410947271,0.0470396395859208,0.0494769791324019,0.0357491300270021,"1000","AR2_M2"
0.923589718512897,0.901062290680593,0.93605807604585,0.427120710901015,0.077264395427834,0.0342158578678491,0.0355447458153483,0.0162189691964196,"1000","AR2_M2"
0.923124018706379,0.900625265247949,0.935762873193477,0.461244454654018,0.0777953676934418,0.0344516566322968,0.0357957770456702,0.0176440037698881,"1000","AR2_M2"
0.921546109671399,0.899095181377925,0.934728417764142,0.459237608231706,0.0795929675101757,0.0352480904558384,0.0366450543873442,0.0180039322765205,"1000","AR2_M2"
0.916320722900913,0.892990109549792,0.930586770022705,0.522854831451801,0.0846573067130518,0.0374486257785006,0.0390252874385959,0.0219265529484879,"1000","AR2_M2"
0.926786660961131,0.904812732253275,0.938586685882055,0.450922601597416,0.074108149125183,0.0328410620043843,0.0340669206442089,0.0163666763191543,"1000","AR2_M2"
0.92506920055436,0.902453756557122,0.936997216856066,0.475335466164259,0.0755715953184358,0.0334642905949898,0.0347452120662577,0.0176261266067641,"1000","AR2_M2"
0.922062494312093,0.899318350755234,0.934879385923174,0.496215705873944,0.0787943530551214,0.0348835350735789,0.0362629071463181,0.0192476423564336,"1000","AR2_M2"
0.906315744536609,0.882499359813534,0.923416781195224,0.537386170952025,0.0950856851774166,0.042026411824631,0.0439749825319822,0.025591420864105,"1000","AR2_M2"
0.922208971298105,0.899533751763041,0.935025070363477,0.463965335362251,0.0786803407626929,0.0348358691013605,0.0362103266206878,0.0179677923797414,"1000","AR2_M2"
0.92006383696519,0.897193507253048,0.933440760539221,0.503011646329058,0.0809297737169253,0.0358219137800494,0.0372691444738563,0.0200835602124772,"1000","AR2_M2"
